epoch,acc,loss,lr,top_k_cat_accuracy,val_acc,val_loss,val_top_k_cat_accuracy
56,0.9490582191780822,0.18344578350422114,0.001,0.9940068493150684,0.5290519878587226,2.9356623847914762,0.733944954675272
57,0.9716006884681584,0.099834504782538,0.000100000005,0.9961273666092944,0.7201834866030865,1.4501942574795597,0.8776758406140389
58,0.9866609293294241,0.040833945137652185,0.000100000005,1.0,0.7492354743706706,1.3383100874927065,0.8960244642849727
59,0.9901032701211624,0.03798788796674313,0.000100000005,1.0,0.7507645263584382,1.261754523358943,0.9036697249529194
60,0.9879518072289156,0.03439802389829171,0.000100000005,1.0,0.7553516815926321,1.2858522552598142,0.8944954122972051
61,0.9926850258175559,0.023669062874788056,0.000100000005,1.0,0.7706422014703079,1.2446733532695595,0.9006116202482755
62,0.9930795847750865,0.031279488090243654,0.000100000005,0.9991349480968859,0.7660550460538368,1.2873566440486033,0.8929663610385463
63,0.9935787671232876,0.01864491428618562,0.000100000005,1.0,0.7828746173724487,1.1406484942552875,0.9006116209773842
64,0.9948364888123924,0.017536769843886312,0.000100000005,1.0,0.7737003054458431,1.1786360144615173,0.8960244650140815
65,0.9944061962134251,0.020056680220350776,0.000100000005,0.9991394148020654,0.7706422014703079,1.2852951915256838,0.8944954130263139
66,0.9952667814113597,0.018641778835770312,0.000100000005,0.9995697074010327,0.7633928571428571,1.2383008563802356,0.9002976190476191
67,0.9969879518072289,0.012352819963263768,0.000100000005,1.0,0.7538226296048646,1.2808489358388684,0.8914373083216699
68,0.9944061962134251,0.020151230571919768,0.000100000005,1.0,0.7614678902728113,1.296564599242779,0.8929663603094375
69,0.9982788296041308,0.011143677374235836,0.000100000005,1.0,0.7645259940660692,1.2903965137420443,0.8960244650140815
70,0.9982788296041308,0.009930948324488691,0.000100000005,1.0,0.7675840974947729,1.246927138133151,0.902140672236043
71,0.9978485370051635,0.01063486928097814,0.000100000005,1.0,0.769113150029372,1.2430130248769709,0.9036697242238106
72,0.9982788296041308,0.010062195342226457,0.000100000005,1.0,0.7844036699070478,1.1660835465889094,0.9113149848917573
73,0.995697074010327,0.014385201504995818,0.000100000005,1.0,0.7798165139437451,1.2083878739529064,0.905198776940687
74,0.9982788296041308,0.009591702218752565,0.000100000005,1.0,0.7782874619559775,1.1928297206531606,0.9067278281993457
75,0.9961273666092944,0.012213934731482178,0.000100000005,1.0,0.7889908258703506,1.1890163705983292,0.9082568801871134
76,0.9969879518072289,0.01016306612306401,0.000100000005,1.0,0.7691131493002632,1.2665033254783817,0.8990825688073395
77,0.9969879518072289,0.008745996160881526,0.000100000005,1.0,0.769113150029372,1.262456061643198,0.9051987762115782
78,0.9978485370051635,0.009152019939829377,0.000100000005,0.9995697074010327,0.7584097861149989,1.2715635580389506,0.9036697242238106
79,0.9995697074010327,0.006020137251526271,0.000100000005,1.0,0.7752293579804423,1.2826557879418772,0.9036697247706422
80,0.9978485370051635,0.00806516697093293,0.000100000005,1.0,0.7675840974947729,1.3267380443917138,0.8960244642849727
81,0.998278829501541,0.008764047525893647,0.000100000005,1.0,0.7675840980416044,1.2807224097601864,0.9006116202482755
82,0.9982788296041308,0.0076371426547824596,0.000100000005,1.0,0.769113150029372,1.3108698751219185,0.8975535162727403
83,0.9974182444061962,0.010556321680904871,0.000100000005,1.0,0.7737003059926748,1.3196113339257896,0.8944954130263139
84,0.9987091222030982,0.006674813701856958,0.000100000005,1.0,0.7629969420783017,1.324751212327123,0.8960244650140815
85,0.9961273666092944,0.009526557222039963,0.000100000005,1.0,0.7828746179192803,1.2041719420969668,0.9051987762115782
86,0.9982788296041308,0.007937991642393172,0.000100000005,1.0,0.7782874619559775,1.2665913447692125,0.9051987762115782
87,0.9978485370051635,0.009345398448598403,0.000100000005,1.0,0.7737003059926748,1.3985418675507244,0.9036697247706422
88,0.9982788296041308,0.005632246210197349,0.000100000005,1.0,0.7767857142857143,1.314209898667676,0.9047619047619048
89,0.9987091222030982,0.006951073154153081,0.000100000005,1.0,0.7584097861149989,1.3546640923992939,0.9097859327217125
90,0.9970034246575342,0.010027572162383976,1.0000001e-05,0.9995719178082192,0.7675840973124957,1.3552328054693497,0.9051987767584098
91,0.9987024221453287,0.005725551534776018,1.0000001e-05,1.0,0.7629969420783017,1.3590638934654562,0.9021406727828746
92,0.9987091222030982,0.00534370244182518,1.0000001e-05,1.0,0.7691131493002632,1.3179970345365892,0.9097859327217125
93,0.9969879518072289,0.008505128859021346,1.0000001e-05,1.0,0.7767584092391011,1.2948263118026453,0.9113149847094801
94,0.9974182444061962,0.007368694137895669,1.0000001e-05,1.0,0.7889908251412417,1.2044618118793593,0.9159021406727829
95,0.9978485370051635,0.006811099395431616,1.0000001e-05,1.0,0.7782874612268686,1.2697927933585025,0.9128440366972477
96,0.9991394148020654,0.004441771922467145,1.0000001e-05,1.0,0.7813455652024038,1.2554155380354015,0.9067278287461774
97,0.9995719178082192,0.004104637661877037,1.0000001e-05,1.0,0.7798165132146363,1.2678787620789413,0.9097859327217125
98,0.9995674740484429,0.003969298091011725,1.0000001e-05,1.0,0.7691131493002632,1.3144542173872664,0.9051987767584098
99,0.9982788296041308,0.006942355934179447,1.0000001e-05,1.0,0.7798165132146363,1.2744590510651241,0.9113149847094801
