epoch,acc,loss,lr,top_k_cat_accuracy,val_acc,val_loss,val_top_k_cat_accuracy
0,0.05,4.459012028294751,0.001,0.11965811965811966,0.05357142857142857,13.508081175032116,0.37648809523809523
1,0.08333333333333333,4.0659758298824995,0.001,0.17051282051282052,0.0426179604261796,6.539007446718724,0.1187214611872146
2,0.12711148648648649,3.623245806307406,0.001,0.2609797297297297,0.0350076103500761,6.522924137260635,0.1095890410958904
3,0.18339100346020762,3.1897193803919226,0.001,0.37153979238754326,0.1126331811263318,4.016517798831655,0.213089802130898
4,0.23803418803418802,2.9000042874588927,0.001,0.46282051282051284,0.1643835616438356,3.4251401711090876,0.3592085235920852
5,0.28888888888888886,2.6107324936451057,0.001,0.5252136752136752,0.2085235920852359,3.628910945793628,0.3698630140161587
6,0.3547008547008547,2.2794833020267324,0.001,0.6170940170940171,0.1506849315068493,4.13836955879014,0.34246575344733815
7,0.38632478632478634,2.1090160455459204,0.001,0.6551282051282051,0.28462709316379947,2.8358108863075757,0.49010654553612254
8,0.4517094017094017,1.9158111311431625,0.001,0.6944444444444444,0.17351598174082997,4.328294645887169,0.3592085235977554
9,0.49746621621621623,1.6909067421346098,0.001,0.7436655405405406,0.26940639301159247,3.1596099916658447,0.47031963493000245
10,0.4995674740484429,1.6805415931044978,0.001,0.7512975778546713,0.23744292238576953,3.3693541565986527,0.4946727552642561
11,0.538034188034188,1.5146242312895946,0.001,0.7799145299145299,0.37899543401676045,2.781246623673577,0.6286149169212063
12,0.5803418803418804,1.290761672737252,0.001,0.8376068376068376,0.3089802132032052,2.967847983042399,0.5342465756599943
13,0.6123931623931624,1.224672118211404,0.001,0.8504273504273504,0.45053272514038434,2.2343543786073568,0.7077625574405153
14,0.6196581196581197,1.1888577241163987,0.001,0.8551282051282051,0.350076103500761,2.9400455730327915,0.5783866058972691
15,0.6735042735042736,1.0479522427941999,0.001,0.882051282051282,0.3972602742901313,2.684308556842659,0.6499238967260451
16,0.6743589743589744,1.0250081761270506,0.001,0.8888888888888888,0.43835616461036775,2.1268837462821506,0.6955859975001947
17,0.7128205128205128,0.9221190562615028,0.001,0.9042735042735043,0.34094368363624294,3.6868502048596943,0.5479452062052316
18,0.6858974358974359,0.9792126386593549,0.001,0.8982905982905983,0.49619482498462886,2.0798181355271708,0.7184170473202541
19,0.7551282051282051,0.7848796045678293,0.001,0.9316239316239316,0.5175038054018442,2.112978702992246,0.7656012182003469
20,0.7598290598290598,0.7678237130499294,0.001,0.9358974358974359,0.5144596657796537,2.1278062478229516,0.7336377476085448
21,0.7876068376068376,0.6648589577430334,0.001,0.938034188034188,0.38964992391917985,3.249230335836541,0.6179604266332165
22,0.7892736486486487,0.6238159799092525,0.001,0.9581925675675675,0.53125,1.9762605542228335,0.8005952380952381
23,0.7815743944636678,0.6406299063491161,0.001,0.9511245674740484,0.47184170494522315,2.320340739356147,0.7427701678813139
24,0.791025641025641,0.6629717879825168,0.001,0.9517094017094017,0.4611872149294007,2.7015599442399254,0.6910197869555591
25,0.8378378378378378,0.49322477003207077,0.001,0.9721283783783784,0.4535768648532972,2.7968680818694187,0.6727549473626065
26,0.8196581196581196,0.579592937282008,0.001,0.9581196581196582,0.4870624051881526,2.3819846551712245,0.721461187849669
27,0.7923875432525952,0.6361306202452901,0.001,0.9524221453287197,0.515981735295901,2.130410385276992,0.7503805180481399
28,0.8132478632478632,0.5653118569626767,0.001,0.9611111111111111,0.20091324212253547,8.696252335152126,0.36073059362998655
29,0.8358974358974359,0.5172818511979193,0.001,0.9653846153846154,0.5494672758122013,2.1781744035230197,0.7732115684578952
30,0.8606837606837607,0.4201582579531221,0.001,0.979059829059829,0.48097412483242186,2.415570123373464,0.7123287672593713
31,0.8669763513513513,0.4042340253253241,0.001,0.9788851351351351,0.5631659063574386,2.033117120124434,0.8036529682179746
32,0.8769230769230769,0.38470824783683844,0.001,0.982051282051282,0.5281582953269441,2.4524935264384182,0.7412480981382605
33,0.8799145299145299,0.3757206331970345,0.001,0.9786324786324786,0.531202435448108,2.583170790650529,0.7503805181388623
