epoch,acc,loss,lr,top_k_cat_accuracy,val_acc,val_loss,val_top_k_cat_accuracy
0,0.06595744682753339,4.3940085043805714,0.001,0.13361702128927758,0.0625,5.8702202297392345,0.125
1,0.107234042591237,3.8349270960625184,0.001,0.22212765962519546,0.010622154779969651,11.716491693430134,0.027314112291350532
2,0.1544680851444285,3.3689857840030752,0.001,0.3251063830294508,0.03490136570561457,8.78994424064532,0.08801213960546282
3,0.22297872341693717,2.938730626816445,0.001,0.43617021276595747,0.13808801213960548,4.296351021085053,0.30045523520485584
4,0.2842060810810811,2.6072241003448897,0.001,0.5143581081081081,0.26100151745068284,2.77524149580682,0.48710166920705705
5,0.345626072105065,2.3296143551633453,0.001,0.5969125214919422,0.17905918039573704,3.845013843501645,0.3444613046457988
6,0.4042553192250272,2.085756678479783,0.001,0.6578723403748046,0.2518968131726718,3.1088137590469107,0.47496206404949354
7,0.4404255319402573,1.8994221244974339,0.001,0.700851063931242,0.3975720789978826,2.16685981978415,0.6509863433056428
8,0.48340425535719445,1.73089133364089,0.001,0.7361702127913211,0.24734446131631346,3.8106545142953783,0.4855842185242042
9,0.5131914893617021,1.5512720531098385,0.001,0.7863829786726769,0.4142640364640399,2.3690676801302364,0.6449165407551257
10,0.554042553216853,1.4582952994488656,0.001,0.7987234042045918,0.41122913514355786,2.412574884200494,0.6206373291963511
11,0.5853040540540541,1.3184212148189545,0.001,0.8306587837837838,0.38998482531227724,2.6602833506189096,0.6221547802862158
12,0.6174957119375722,1.169785896868894,0.001,0.8636363635341259,0.35963581210745665,2.6373026653197176,0.5811836114421781
13,0.6378723404255319,1.1540133682210394,0.001,0.8736170211244136,0.3611532623832975,2.947160490365962,0.5599393022892508
14,0.6876595744173577,0.9659627284394934,0.001,0.9068085106890252,0.3490136570674516,3.0092176949670355,0.6160849768764514
15,0.7199999998985452,0.8772112811879909,0.001,0.917021276646472,0.3550834598101687,3.1381679847497317,0.605462822774835
16,0.7131914895138842,0.8823257375270762,0.001,0.9221276596251955,0.4567526556291421,2.4571435172930474,0.6783004555969933
